registro_id,cedula,funcionario,anio,tipo_presentacion,institucion,cargo,activos_gs,pasivos_gs,patrimonio_neto_gs,ingreso_mensual_gs,ingreso_anual_gs,egreso_mensual_gs,egreso_anual_gs,fuente
REG-100207,3384291,FUNCIONARIO_208,2018,ASUNCION AL CARGO,Ministerio de Salud Pública y Bienestar Social,,"3.005.627,29","920.408,97","2.085.218,32","7.120.003,62","7.120.003,62","4.942.369,01",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100208,3542017,FUNCIONARIO_209,2021,ASUNCION AL CARGO,Ministerio de Economía y Finanzas,Analista,"13.243.284,70","7.601.697,04","5.641.587,66","7.137.526,60","7.137.526,60","4.550.074,98","3.021.090,01",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100209,3983516,FUNCIONARIO_210,2019,ACTUALIZACION,Ministerio de Salud Pública y Bienestar Social,Médico/a,"19.946.153,81","0,00","19.946.153,81","5.857.834,83","5.857.834,83","3.916.676,87",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100210,3825494,FUNCIONARIO_211,2019,CESE,ESSAP,Operador/a,"2.611.602,16","0,00","2.611.602,16","4.065.353,12","0,00","2.399.437,40","970.570,72",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100211,1707755,FUNCIONARIO_212,2024,ACTUALIZACION,Ministerio de Salud Pública y Bienestar Social,Lic. en Enfermería,"5.720.440,53","1.775.891,09","3.944.549,44","7.113.830,78","0,00","3.665.209,49",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100212,4615652,FUNCIONARIO_213,2020,ACTUALIZACION,ESSAP,Seguridad,"12.373.491,05","8.115.061,69","4.258.429,36","3.849.574,21","3.849.574,21","1.967.354,70","545.766,11",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100213,2974847,FUNCIONARIO_214,2020,OTRO,Ministerio de Educación y Ciencias,Docente,"6.828.948,63","4.175.826,72","2.653.121,91","3.724.640,79","3.724.640,79","2.258.157,35","393.668,28",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100214,2793795,FUNCIONARIO_215,2021,ACTUALIZACION,Poder Judicial,Juez/a de Paz,"71.394.420,37","13.263.037,83","58.131.382,54","10.124.741,21","0,00","5.744.228,39","5.874.471,78",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100215,2201700,FUNCIONARIO_216,2023,ASUNCION AL CARGO,Poder Judicial,Auxiliar jurisdiccional,"17.088.997,72","0,00","17.088.997,72","9.679.993,72","0,00","3.929.308,34","4.932.093,58",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100216,4205228,FUNCIONARIO_217,2024,OTRO,Ministerio de Educación y Ciencias,Administrativo/a,"7.543.919,65","1.355.903,76","6.188.015,89","4.090.121,53","4.090.121,53","2.116.544,70",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100217,2774329,FUNCIONARIO_218,2024,ASUNCION AL CARGO,Municipalidad de Asunción,Administrativo/a,"17.852.637,55","712.862,70","17.139.774,85","6.466.687,66","6.466.687,66","4.234.877,91",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100218,3939152,FUNCIONARIO_219,2020,ASUNCION AL CARGO,Ministerio de Economía y Finanzas,Director/a,"11.226.546,31","51.015,38","11.175.530,93","9.052.737,44","9.052.737,44","5.071.579,50","2.453.095,77",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100219,3975605,FUNCIONARIO_220,2024,ASUNCION AL CARGO,Instituto de Previsión Social,Técnico/a,"18.773.477,59","0,00","18.773.477,59","3.587.596,06","3.587.596,06","2.352.316,52",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100220,1590381,FUNCIONARIO_221,2021,ACTUALIZACION,poder judicial,Secretario/a,"31.926.150,71","0,00","31.926.150,71","10.710.471,05","10.710.471,05","5.018.713,11",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100221,4410326,FUNCIONARIO_222,2024,ACTUALIZACION,Poder Judicial,Actuario/a,"38.453.286,00","11.356.051,96","27.097.234,04","10.052.584,85","0,00","5.950.788,75",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100222,2917043,FUNCIONARIO_223,2020,ACTUALIZACION,Ministerio de Educación y Ciencias,Administrativo/a,"533.665,64","52.947,66","480.717,98","4.482.794,19","4.482.794,19","1.955.412,94","493.534,64",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100223,4932436,FUNCIONARIO_224,2021,ACTUALIZACION,Ministerio de Salud Pública y Bienestar Social,Técnico/a,"2.875.463,20","0,00","2.875.463,20","4.981.177,35","4.981.177,35","2.872.681,13","1.982.006,78",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100224,2038336,FUNCIONARIO_225,2024,ACTUALIZACION,Instituto de Previsión Social,Administrativo/a,"20.433.819,88","0,00","20.433.819,88","5.860.596,13","5.860.596,13","4.153.300,02",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100225,3032714,FUNCIONARIO_226,2019,ASUNCION AL CARGO,Universidad Nacional de Asunción,Médico/a,"10.781.242,13","2.865.835,58","7.915.406,55","6.290.151,55","6.290.151,55","2.267.815,59",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100226,2809595,FUNCIONARIO_227,2020,ASUNCION AL CARGO,ESSAP,Operador/a,"2.490.113,20","0,00","2.490.113,20","3.022.782,85","0,00","2.090.682,62","1.326.692,02",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100227,2072358,FUNCIONARIO_228,2020,ACTUALIZACION,Universidad Nacional de Asunción,Técnico/a,"14.078.149,63","1.095.299,44","12.982.850,19","6.437.255,46","0,00","2.989.797,75","399.848,88",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100228,1562621,FUNCIONARIO_229,2019,ACTUALIZACION,Gobernación de Central,Técnico/a,"141.960.705,30","438.671,51","141.522.033,79","6.335.471,21","0,00","4.638.346,75",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100229,4492099,FUNCIONARIO_230,2024,ACTUALIZACION,Ministerio de Salud Pública y Bienestar Social,Técnico/a,"29.376.024,47","0,00","29.376.024,47","5.927.160,48","0,00","2.813.546,92","2.132.645,17",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100230,1876110,FUNCIONARIO_231,2019,ACTUALIZACION,Ministerio de Salud Pública y Bienestar Social,Médico/a,"11.844.427,56","4.096.700,01","7.747.727,55","8.916.859,10","0,00","5.991.393,24",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100231,1959131,FUNCIONARIO_232,2024,ACTUALIZACION,Ministerio de Obras Públicas y Comunicaciones,Administrativo/a,"20.275.282,28","7.474.302,56","12.800.979,72","5.952.819,11","5.952.819,11","2.295.214,46",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100232,2567343,FUNCIONARIO_233,2024,ACTUALIZACION,Ministerio de Economía y Finanzas,Director/a,"13.700.007,19","1.641.242,38","12.058.764,81","11.898.285,03","0,00","8.819.907,80",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100233,2396436,FUNCIONARIO_234,2019,ACTUALIZACION,Ministerio de Salud Pública y Bienestar Social,Chofer,"9.623.950,28","2.818.150,57","6.805.799,71","6.846.559,34","6.846.559,34","2.805.855,68",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100234,4200303,FUNCIONARIO_235,2024,ACTUALIZACION,Poder Judicial,Secretario/a,"52.516.623,53","32.247.742,94","20.268.880,59","8.446.359,20","8.446.359,20","3.131.234,16","2.094.931,52",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100235,4257443,FUNCIONARIO_236,2024,ACTUALIZACION,Ministerio de Educación y Ciencias,Docente,"16.036.095,89","0,00","16.036.095,89","5.444.777,82","5.444.777,82","2.341.199,42","1.925.481,16",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100236,2170694,FUNCIONARIO_237,2023,ACTUALIZACION,Ministerio de Educación y Ciencias,Supervisor/a,"4.035.367,23","829.961,31","3.205.405,92","3.219.409,82","3.219.409,82","1.535.592,92","402.846,35",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100237,1288816,FUNCIONARIO_238,2019,ASUNCION AL CARGO,ESSAP,Técnico/a,"7.979.827,33","885.392,75","7.094.434,58","3.915.144,00","0,00","1.442.703,12","1.631.740,65",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100238,3852880,FUNCIONARIO_239,2019,OTRO,Instituto de Previsión Social,Técnico/a,"6.771.491,36","0,00","6.771.491,36","4.343.154,90","0,00","2.440.556,73","1.182.898,89",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100239,1687605,FUNCIONARIO_240,2020,RENOVACION DE CONTRATO,Ministerio de Obras Públicas y Comunicaciones,Ingeniero/a,"7.749.941,14","1.348.556,17","6.401.384,97","4.095.189,80","0,00","1.664.911,10","2.135.319,02",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100080,3008960,FUNCIONARIO_081,2022,ASUNCION AL CARGO,Ministerio de Salud Pública y Bienestar Social,Administrativo/a,"4.375.432,13","545.162,71","3.830.269,42","6.184.165,50","6.184.165,50","4.036.385,27",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100129,3575518,FUNCIONARIO_130,2023,OTRO,ESSAP,Seguridad,"14.128.752,90","6.191.552,35","7.937.200,55","1.926.946,80","1.926.946,80","749.403,35",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100003,3055555,FUNCIONARIO_004,2019,ACTUALIZACION,Poder Judicial,Auxiliar jurisdiccional,"61.261.763,32","0,00","61.261.763,32","4.325.185,08","0,00","1.852.742,84",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100205,3408630,FUNCIONARIO_206,2022,ASUNCION AL CARGO,Instituto de Previsión Social,Enfermero/a,"4.735.317,83","652.779,17","4.082.538,66","2.850.243,18","2.850.243,18","1.649.115,85","1.521.814,59",Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100148,1104211,FUNCIONARIO_149,2020,RENOVACION DE CONTRATO,Poder Judicial,Actuario/a,"27.589.356,93","0,00","27.589.356,93","10.748.698,48","10.748.698,48","5.361.696,76",,Muestra didáctica inspirada en campos visibles de DJBR públicas
REG-100190,4888577,FUNCIONARIO_191,2018,ACTUALIZACION,Universidad Nacional de Asunción,Administrativo/a,"15.735.440,79","4.376.745,20","11.358.695,59","4.726.761,37","0,00","3.198.223,34","2.805.030,65",Muestra didáctica inspirada en campos visibles de DJBR públicas
